unique(rios_data_token2it$it_tokens_2w),dei_related
google docs,FALSE
encourage groups,TRUE
work collaboratively,TRUE
virtually often,FALSE
often asynchronously,FALSE
class discussions,FALSE
facilitate contributions,FALSE
participants several,TRUE
multiple potential,FALSE
potential responses,FALSE
foster productive,TRUE
productive discussions,FALSE
future experiments,TRUE
experiments prompting,TRUE
prompting students,TRUE
think critically,TRUE
throughput technologies,FALSE
example see,FALSE
see supporting,FALSE
supporting file,FALSE
organelle shape,FALSE
shape matter,FALSE
matter teaching,FALSE
teaching notes,FALSE
notes additionally,TRUE
class administration,FALSE
case can,FALSE
accomplished using,TRUE
using several,FALSE
several student,FALSE
student centered,FALSE
centered active,TRUE
learning techniques,FALSE
techniques including,FALSE
including group,FALSE
work think,FALSE
whip around,FALSE
promote learning,TRUE
stakes assignments,TRUE
discussions use,FALSE
throughput databases,FALSE
quantitative skills,FALSE
skills instructors,FALSE
allow students,TRUE
submit completed,FALSE
completed cases,FALSE
alternative formats,TRUE
formats including,FALSE
including audio,FALSE
video files,FALSE
laboratory series,FALSE
series provides,FALSE
provides authentic,TRUE
authentic research,TRUE
research opportunities,TRUE
opportunities embedded,TRUE
many students,TRUE
students find,TRUE
find summer,FALSE
summer research,FALSE
demanding highly,FALSE
highly competitive,FALSE
less accessible,TRUE
accessible due,TRUE
students obligations,TRUE
obligations outside,TRUE
school course,FALSE
course embedded,FALSE
embedded research,FALSE
opportunities allow,TRUE
different attitudes,TRUE
attitudes toward,TRUE
toward science,FALSE
science different,FALSE
different preferences,FALSE
lab work,FALSE
computational data,FALSE
data analysis,FALSE
prior knowledge,FALSE
knowledge work,FALSE
work together,TRUE
small teams,TRUE
series involves,FALSE
involves investigating,FALSE
investigating plant,FALSE
plant genetics,FALSE
topic frequently,FALSE
frequently omitted,FALSE
genetics courses,FALSE
courses thus,FALSE
thus attempting,FALSE
address plant,TRUE
plant awareness,TRUE
awareness disparity,TRUE
disparity lack,TRUE
plant related,FALSE
related topics,FALSE
many college,FALSE
college biology,FALSE
biology courses,FALSE
courses students,TRUE
students discuss,TRUE
discuss observe,FALSE
investigate genetic,FALSE
genetic diversity,TRUE
maize lines,FALSE
make connections,TRUE
human populations,TRUE
giving students,TRUE
students opportunities,TRUE
students time,TRUE
student works,FALSE
teaching assistants,FALSE
individual student,TRUE
time needed,TRUE
different computational,FALSE
computational tools,FALSE
given assignments,TRUE
assignments building,TRUE
fair biology,TRUE
biology classroom,FALSE
integrate culturally,TRUE
culturally diverse,TRUE
relevant examples,TRUE
students worked,TRUE
sars cov,FALSE
protein responsible,FALSE
used molecular,FALSE
molecular modeling,FALSE
main domain,FALSE
spike protein,FALSE
virus monitoring,FALSE
students behavior,TRUE
cultivate divergent,TRUE
divergent biological,TRUE
biological thinking,FALSE
ask open,FALSE
open ended,FALSE
ended questions,FALSE
assignment contained,TRUE
contained open,FALSE
questions answers,FALSE
assessed based,FALSE
communication promoting,FALSE
promoting engagement,TRUE
molecular visualization,TRUE
visualization tools,TRUE
industrial research,FALSE
research efforts,FALSE
protein structures,FALSE
also used,FALSE
possible therapeutic,FALSE
therapeutic interventions,FALSE
large classrooms,FALSE
use random,FALSE
random call,FALSE
help increase,FALSE
increase inclusivity,TRUE
first day,FALSE
strategy explicitly,FALSE
explicitly referencing,FALSE
eddy brownell,FALSE
males volunteer,TRUE
volunteer answers,FALSE
make random,FALSE
call less,FALSE
less threatening,FALSE
highly structured,FALSE
structured process,FALSE
process following,FALSE
following many,FALSE
principles outlined,FALSE
students work,TRUE
use inclusive,TRUE
inclusive language,TRUE
process not,FALSE
answer student,FALSE
student x,FALSE
group discussing,FALSE
frame random,FALSE
discussion not,FALSE
particular student,TRUE
student students,TRUE
extreme anxiety,TRUE
call list,FALSE
not assign,FALSE
not answering,FALSE
accurately refer,FALSE
pre course,FALSE
course survey,FALSE
preferred name,FALSE
support issues,FALSE
frequently use,FALSE
use short,FALSE
short unscripted,FALSE
unscripted statements,TRUE
students rightful,TRUE
rightful presence,TRUE
students intrinsic,TRUE
intrinsic value,TRUE
openly acknowledge,FALSE
students frequently,TRUE
frequently feel,FALSE
feel imposter,TRUE
imposter syndrome,TRUE
seek study,FALSE
study groups,FALSE
academic stories,TRUE
feeling like,TRUE
can still,FALSE
still succeed,TRUE
use positive,FALSE
positive language,FALSE
frame student,FALSE
student responses,FALSE
encourage continued,TRUE
continued discussion,FALSE
service contract,FALSE
poll everywhere,FALSE
free access,TRUE
polling software,FALSE
equitable option,TRUE
simply ask,FALSE
ask students,TRUE
index cards,FALSE
different colors,TRUE
can raise,FALSE
selection one,FALSE
one drawback,FALSE
can stigmatize,TRUE
stigmatize students,TRUE
incorrect selection,FALSE
students may,TRUE
may lose,FALSE
students independent,TRUE
academic background,TRUE
background identity,TRUE
deaf hard,TRUE
hearing d,FALSE
d hh,FALSE
hh students,TRUE
encourage participation,TRUE
campus based,FALSE
based access,TRUE
access services,TRUE
may include,FALSE
include sign,FALSE
sign language,FALSE
language interpreters,TRUE
real time,FALSE
time captionists,TRUE
captionists depending,TRUE
first generation,FALSE
given instructions,FALSE
modeled behavior,FALSE
inclusive learning,TRUE
learning environment,TRUE
puzzle activity,FALSE
activity includes,FALSE
includes two,FALSE
two roles,FALSE
intervention supports,FALSE
metacognitive skills,FALSE
skills particularly,TRUE
particularly monitoring,TRUE
learning aspects,FALSE
identity including,TRUE
identity intersect,TRUE
intersect can,FALSE
classroom discussions,FALSE
controversial topics,TRUE
often lead,FALSE
classroom around,FALSE
around diversity,TRUE
political diversity,TRUE
example one,FALSE
topics discussed,FALSE
extracting energy,FALSE
energy often,FALSE
often shifts,FALSE
rural urban,FALSE
urban differences,TRUE
presented modeling,FALSE
modeling respectful,TRUE
respectful behavior,TRUE
active listening,TRUE
incorporated throughout,TRUE
learning community,TRUE
community within,TRUE
using randomized,FALSE
randomized groups,FALSE
groups also,FALSE
also helps,TRUE
helps students,TRUE
hear perspectives,TRUE
may not,FALSE
not usually,FALSE
usually hear,FALSE
students considered,TRUE
current classroom,FALSE
classroom environment,TRUE
context described,FALSE
instructor can,FALSE
can ask,FALSE
students whether,TRUE
situation holds,FALSE
classes based,FALSE
paper sparked,FALSE
sparked debate,FALSE
political science,TRUE
create inclusive,TRUE
inclusive environments,TRUE
comfortable contributing,TRUE
contributing no,TRUE
no matter,FALSE
subjective opinion,FALSE
paper everyone,TRUE
everyone can,TRUE
can participate,TRUE
research questions,FALSE
questions posed,FALSE
data provided,FALSE
provided also,FALSE
also inherent,FALSE
question whether,FALSE
whether gender,TRUE
binary variable,TRUE
variable however,FALSE
research can,FALSE
can also,FALSE
something addressed,TRUE
not feeling,TRUE
feeling prepared,TRUE
highly politicized,FALSE
politicized issue,FALSE
can note,FALSE
researcher uses,FALSE
uses gender,TRUE
mean sex,TRUE
healthcare facilities,TRUE
facilities collected,FALSE
collected data,FALSE
variable gender,TRUE
assumes two,FALSE
two values,TRUE
values male,TRUE
female meaning,TRUE
actually mean,FALSE
resources recommended,TRUE
niblse include,FALSE
include instructor,FALSE
instructor resources,FALSE
engage students,TRUE
varied backgrounds,TRUE
introductory resources,FALSE
assist instructors,FALSE
no bioinformatics,FALSE
bioinformatics expertise,FALSE
include instructors,FALSE
bioinformatics experience,FALSE
traditional lecture,FALSE
lecture environment,TRUE
argumentation module,TRUE
module within,FALSE
big question,FALSE
real life,FALSE
life relevance,FALSE
increase student,FALSE
student motivation,TRUE
no single,FALSE
single right,TRUE
right answer,TRUE
invites groups,TRUE
privilege sharing,TRUE
different ideas,FALSE
used multiple,FALSE
varied modes,FALSE
stakes assessments,TRUE
allows learners,FALSE
display diverse,TRUE
diverse ideas,TRUE
inviting small,FALSE
whole class,FALSE
creating opportunities,TRUE
students cultural,TRUE
cultural funds,TRUE
gain visibility,TRUE
particularly important,TRUE
underrepresented students,TRUE
culturally driven,TRUE
driven interpretations,FALSE
biology information,FALSE
NA NA,FALSE
major consideration,FALSE
students regardless,TRUE
income level,TRUE
level living,TRUE
living arrangement,TRUE
campus versus,FALSE
background therefore,TRUE
therefore inexpensive,TRUE
easily available,FALSE
available kitchen,FALSE
kitchen ingredients,FALSE
no need,TRUE
electronic instrument,TRUE
digital camera,FALSE
camera instructors,FALSE
consider using,FALSE
using flours,FALSE
culinary traditions,TRUE
diverse cultures,TRUE
cultures sequences,TRUE
glutenin proteins,FALSE
domesticated grains,FALSE
grains can,FALSE
uniprot additionally,TRUE
protein structure,FALSE
food crops,FALSE
crops makes,FALSE
laboratory engaging,TRUE
students particularly,TRUE
applied disciplines,FALSE
disciplines related,FALSE
biology including,FALSE
including nutrition,FALSE
nutrition food,FALSE
food science,FALSE
visual auditory,TRUE
auditory sensory,TRUE
sensory input,TRUE
input makes,FALSE
laboratory particularly,TRUE
particularly helpful,TRUE
hearing impairments,TRUE
instructional videos,FALSE
deemed appropriate,FALSE
jigsaw method,FALSE
method leverages,FALSE
leverages different,FALSE
different student,FALSE
student abilities,TRUE
story confer,FALSE
information within,FALSE
expert conference,FALSE
conference step,FALSE
step enables,FALSE
enables students,TRUE
varying abilities,TRUE
analysis exercise,FALSE
day two,FALSE
two also,FALSE
also illustrates,FALSE
different perspectives,TRUE
gallery walk,FALSE
walk simulates,FALSE
brief scientific,FALSE
scientific poster,FALSE
poster session,FALSE
students asking,TRUE
answering questions,FALSE
peers providing,FALSE
scientist increases,FALSE
differentiating content,FALSE
lesson material,FALSE
module capture,FALSE
tactile learners,TRUE
short lectures,FALSE
contain images,FALSE
images provide,FALSE
provide written,FALSE
written instruction,FALSE
facilitate discussion,FALSE
discussion amongst,FALSE
auditory learners,TRUE
learners given,FALSE
stony brook,FALSE
brook university,FALSE
university consists,FALSE
highly diverse,TRUE
diverse population,TRUE
group activities,FALSE
can easily,FALSE
easily divide,FALSE
diversified groups,TRUE
random using,FALSE
freely available,FALSE
available random,FALSE
random name,FALSE
name picking,FALSE
picking software,FALSE
software called,FALSE
called wheel,FALSE
wheel decide,FALSE
highly recommend,TRUE
instructors utilize,FALSE
tool given,FALSE
self selection,FALSE
instructor selection,FALSE
selection biases,TRUE
students feel,TRUE
feel welcomed,TRUE
establish classroom,FALSE
classroom etiquette,FALSE
etiquette similar,FALSE
support one,FALSE
one another,FALSE
judgement free,TRUE
free manner,FALSE
ice breaker,FALSE
breaker activity,FALSE
activity called,FALSE
called catch,FALSE
faculty threw,FALSE
threw around,FALSE
imaginary ball,FALSE
turn introduced,FALSE
interests hobbies,TRUE
similar activity,FALSE
instructors can,FALSE
can familiarize,FALSE
ensure class,FALSE
class material,FALSE
google drive,FALSE
timely fashion,FALSE
can access,TRUE
equal access,TRUE
provide hard,FALSE
hard copies,FALSE
digital copies,FALSE
lab protocols,FALSE
also hold,FALSE
hold office,FALSE
office hours,FALSE
discussion boards,FALSE
boards available,FALSE
everybody can,FALSE
can benefit,FALSE
discussions moreover,FALSE
moreover based,FALSE
information obtained,FALSE
class assessments,TRUE
assessments see,TRUE
observations students,TRUE
class content,FALSE
content receive,FALSE
receive extra,FALSE
extra support,FALSE
needed thus,TRUE
module ensures,FALSE
ensures equity,TRUE
ensuring students,TRUE
students receive,TRUE
groups students,TRUE
students answer,TRUE
answer questions,FALSE
drug activity,FALSE
group student,FALSE
student experiences,FALSE
different based,FALSE
several factors,FALSE
factors including,FALSE
including drug,FALSE
drug therapy,FALSE
therapy protocol,FALSE
protocol assigned,FALSE
assigned previous,FALSE
experience taking,FALSE
taking regular,FALSE
regular medication,FALSE
class work,FALSE
work schedules,FALSE
small group,FALSE
group discussion,FALSE
discussion allows,FALSE
allows students,TRUE
group even,FALSE
drug protocol,FALSE
class wide,FALSE
wide discussion,FALSE
discussion students,TRUE
can compare,FALSE
group responses,FALSE
response software,FALSE
software poll,FALSE
questions response,FALSE
software allows,FALSE
may otherwise,FALSE
otherwise not,FALSE
not feel,FALSE
feel comfortable,TRUE
comfortable speaking,TRUE
class students,TRUE
students also,TRUE
also often,FALSE
often discuss,FALSE
can observe,FALSE
observe public,TRUE
public attitudes,TRUE
hiv aids,FALSE
united states,FALSE
states hiv,FALSE
aids disproportionally,FALSE
disproportionally affects,FALSE
affects members,TRUE
lgbtq black,TRUE
black african,TRUE
african american,TRUE
hispanic latino,TRUE
latino communities,TRUE
activity reveals,FALSE
diverse communities,TRUE
report aims,FALSE
virtual workshop,FALSE
provide professional,FALSE
professional development,TRUE
diverse audience,TRUE
emerging topic,FALSE
biology short,FALSE
short sessions,FALSE
multiple days,FALSE
days offered,FALSE
offered free,FALSE
charge made,FALSE
economically geographically,TRUE
institutionally diverse,TRUE
diverse cohort,TRUE
proceedings workshop,FALSE
workshop content,FALSE
content also,FALSE
also emphasized,FALSE
emphasized cost,FALSE
cost effective,FALSE
effective virtual,FALSE
readily incorporate,FALSE
crispr biology,FALSE
home institutions,FALSE
course instruction,FALSE
individuals including,TRUE
vision loss,TRUE
almost entirely,FALSE
entirely text,FALSE
text based,FALSE
image alt,TRUE
alt text,TRUE
text tags,FALSE
discussion following,FALSE
following large,FALSE
large group,FALSE
group report,FALSE
report outs,FALSE
outs gives,FALSE
introverts time,TRUE
well reasoned,FALSE
reasoned response,FALSE
also broadly,FALSE
broadly applicable,FALSE
students especially,TRUE
laboratory course,FALSE
produce research,FALSE
research reports,FALSE
contain citations,FALSE
one study,FALSE
study suggests,FALSE
native language,TRUE
providing instruction,FALSE
plagiarism might,FALSE
might help,FALSE
help address,TRUE
lesson focuses,FALSE
several inclusive,TRUE
teaching practices,FALSE
practices related,FALSE
community building,TRUE
building students,TRUE
discuss poll,FALSE
poll questions,FALSE
questions poll,FALSE
graded based,FALSE
participation rather,TRUE
correct answer,FALSE
grading policy,FALSE
policy encourages,TRUE
encourages students,TRUE
seek help,FALSE
incorrect rather,FALSE
lesson students,TRUE
unique perspectives,TRUE
combat various,FALSE
various societal,TRUE
societal challenges,TRUE
challenges including,FALSE
including conservation,FALSE
climate change,FALSE
respecting peers,TRUE
may hold,FALSE
hold perspectives,TRUE
opinions different,FALSE
students disagreed,TRUE
disagreed regarding,FALSE
regarding whether,FALSE
whether current,FALSE
current biodiversity,TRUE
losses amount,FALSE
mass extinction,FALSE
extinction event,FALSE
event students,TRUE
also held,FALSE
held differing,FALSE
differing views,TRUE
conservation despite,FALSE
differences discussion,TRUE
discussion remained,FALSE
remained respectful,TRUE
alternative viewpoints,TRUE
encourage instructors,TRUE
remind students,TRUE
respectful throughout,TRUE
consider creating,FALSE
creating community,TRUE
community guidelines,TRUE
appropriate discussion,FALSE
discussion behaviors,FALSE
behaviors student,FALSE
student socioeconomic,TRUE
socioeconomic diversity,TRUE
also considered,FALSE
considered throughout,FALSE
prevent economic,TRUE
economic barriers,TRUE
barriers students,TRUE
not required,FALSE
supplementary materials,TRUE
lesson additionally,TRUE
assessment questions,TRUE
questions can,FALSE
answered based,FALSE
information provided,FALSE
lecture slides,FALSE
not require,FALSE
require outside,FALSE
outside resources,FALSE
also expose,FALSE
acknowledged scientists,FALSE
marjorie courtenay,FALSE
courtenay latimer,FALSE
woman museum,TRUE
museum curators,FALSE
toward preserving,FALSE
coelacanth specimen,TRUE
specimen supporting,TRUE
extinction class,FALSE
class session,FALSE
slides slide,FALSE
highlighting scientific,FALSE
scientific contributions,FALSE
contributions made,FALSE
finally students,TRUE
multiple means,FALSE
desired learning,FALSE
learning objectives,FALSE
objectives including,FALSE
including discussion,FALSE
discussion writing,FALSE
writing images,FALSE
questions similarly,FALSE
similarly students,TRUE
offered multiple,FALSE
multiple formats,FALSE
questions including,FALSE
including written,FALSE
multiple choice,FALSE
key concepts,FALSE
terms flashy,FALSE
flashy birds,FALSE
indicate bird,FALSE
bird sexes,TRUE
sexes characterized,TRUE
coloration distinct,TRUE
distinct patterns,FALSE
complicated song,FALSE
mating rituals,FALSE
less flashy,FALSE
subdued coloration,TRUE
coloration less,TRUE
less vibrant,FALSE
vibrant patterns,FALSE
no song,FALSE
male birds,TRUE
often flashier,FALSE
bird species,FALSE
species follow,FALSE
females tend,TRUE
mating process,FALSE
avoid supporting,FALSE
supporting misconceptions,TRUE
misconceptions related,TRUE
heteronormative behaviors,TRUE
sexual selection,TRUE
engage many,TRUE
students tend,TRUE
daily lives,TRUE
lesson encompasses,FALSE
learning modalities,FALSE
use multiple,FALSE
multiple senses,FALSE
accomplish tasks,FALSE
creating flashy,FALSE
modeling dough,FALSE
visual sharing,TRUE
class period,FALSE
activity requires,FALSE
requires students,TRUE
form novel,FALSE
novel connections,TRUE
lesson incorporates,FALSE
course learning,FALSE
example students,TRUE
solve crossword,FALSE
crossword puzzles,FALSE
puzzles role,FALSE
role play,FALSE
present ideas,FALSE
entire class,FALSE
class thus,FALSE
thus students,TRUE
using multiple,FALSE
oral visual,TRUE
visual mechanical,TRUE
escape room,FALSE
room activity,FALSE
activity students,TRUE
multiple opportunities,TRUE
express agency,TRUE
lesson one,FALSE
one particularly,TRUE
particularly strong,TRUE
strong example,FALSE
also allows,FALSE
explore evolutionary,FALSE
evolutionary biologists,FALSE
diverse identities,TRUE
asks students,TRUE
project biodiversify,TRUE
biodiversify website,TRUE
summarize three,FALSE
three novel,FALSE
novel things,FALSE
chosen biologist,FALSE
zoom breakout,FALSE
breakout rooms,FALSE
rooms interact,TRUE
receive approval,FALSE
next activity,FALSE
share ideas,FALSE
two day,FALSE
day lesson,FALSE
studies used,FALSE
parasitology involve,FALSE
involve human,TRUE
human health,TRUE
model respectful,TRUE
inclusive ways,TRUE
diverse lives,TRUE
humans around,TRUE
example lecture,FALSE
lecture material,FALSE
evolution unit,FALSE
course included,FALSE
included discussions,FALSE
human diseases,TRUE
hookworm malaria,FALSE
ecological issues,FALSE
amphibian loss,FALSE
chytrid fungus,FALSE
disproportionately affect,FALSE
affect people,FALSE
people living,TRUE
tropical regions,FALSE
global south,FALSE
counteract harmful,FALSE
pervasive stereotypes,TRUE
associate parasite,FALSE
parasite risk,FALSE
cultural markers,TRUE
certain groups,FALSE
invoke colonialist,TRUE
colonialist assumptions,TRUE
economic development,TRUE
public health,TRUE
health infrastructure,TRUE
regions affected,FALSE
ecological problems,FALSE
wherever possible,FALSE
also focused,FALSE
scientists living,TRUE
study due,FALSE
inherent intertwining,FALSE
human experiences,TRUE
environment related,TRUE
ample opportunities,TRUE
engaging students,TRUE
reflect critically,TRUE
social equity,TRUE
socio scientific,TRUE
scientific issues,FALSE
issues framework,FALSE
hookworm infection,FALSE
infection anemia,FALSE
impaired cognitive,TRUE
cognitive development,TRUE
often illustrated,FALSE
parasitology textbooks,FALSE
charles stiles,FALSE
american southeast,TRUE
subsequent public,TRUE
health initiatives,TRUE
initiatives funded,FALSE
john d,FALSE
d rockefeller,FALSE
narrative conveys,FALSE
conveys real,FALSE
real historical,TRUE
historical events,TRUE
commonly used,FALSE
used structure,FALSE
story tacitly,FALSE
tacitly reinforces,FALSE
reinforces harmful,FALSE
harmful stereotypes,TRUE
also ignores,FALSE
ignores important,FALSE
important historical,TRUE
historical context,TRUE
public messaging,TRUE
messaging around,FALSE
biological discovery,FALSE
spread racist,TRUE
classist ideologies,TRUE
material can,FALSE
explicit discussion,FALSE
social context,TRUE
scientific discoveries,FALSE
role scientific,FALSE
scientific information,FALSE
subsequent interpretation,FALSE
interpretation play,FALSE
public policy,TRUE
public narratives,TRUE
narratives see,FALSE
students come,TRUE
background knowledge,TRUE
learn working,FALSE
teams provides,TRUE
mixed active,TRUE
learning approach,FALSE
approach used,FALSE
lesson provides,FALSE
provides diverse,TRUE
diverse forms,TRUE
case narrative,FALSE
narrative can,FALSE
can facilitate,FALSE
facilitate connections,TRUE
discussions among,FALSE
among students,TRUE
known someone,FALSE
someone affected,FALSE
card game,FALSE
game metastatic,FALSE
metastatic mastery,FALSE
mastery provides,FALSE
minimizes student,FALSE
student discomfort,FALSE
non gendered,TRUE
gendered pronouns,TRUE
central character,FALSE
case study,FALSE
study facilitates,FALSE
facilitates inclusive,TRUE
course includes,FALSE
includes varied,FALSE
varied types,FALSE
instruction discussion,FALSE
discussion hands,TRUE
activities open,FALSE
ended inquiry,FALSE
inquiry mini,FALSE
mini lectures,FALSE
multiple modes,FALSE
provide students,TRUE
demonstrate competence,FALSE
numerous opportunities,TRUE
stakes formative,FALSE
formative feedback,FALSE
provided early,FALSE
written work,FALSE
paper analyses,FALSE
assignment instructions,TRUE
designed using,FALSE
using principles,FALSE
transparency shown,TRUE
improve sense,FALSE
marginalized backgrounds,TRUE
transparency practices,TRUE
practices detailed,FALSE
detailed rubrics,FALSE
instructors serve,FALSE
research mentors,TRUE
mentors rather,TRUE
absolute holders,FALSE
mutant strains,FALSE
primary journal,FALSE
journal articles,TRUE
student generated,FALSE
generated data,FALSE
data take,FALSE
take place,FALSE
discussion peer,FALSE
peer instruction,FALSE
instructor led,FALSE
led lectures,FALSE
course makes,FALSE
mentored research,TRUE
research experience,FALSE
experience accessible,TRUE
enrolled students,TRUE
enables participation,TRUE
scientific inquiry,FALSE
together can,TRUE
can help,FALSE
students develop,TRUE
duquesne university,FALSE
university granting,FALSE
granting equal,TRUE
experimental procedures,TRUE
procedures regardless,FALSE
students adaptations,TRUE
protocol may,FALSE
accommodate students,TRUE
increased risk,FALSE
not infringe,TRUE
religious beliefs,TRUE
beliefs related,TRUE
macroevolution finally,FALSE
diversity provides,TRUE
provides source,FALSE
source material,FALSE
material upon,FALSE
natural selection,FALSE
selection can,FALSE
can act,FALSE
course content,FALSE
content fosters,TRUE
fosters appreciation,TRUE
existing diversity,TRUE
overall fitness,FALSE
studies using,FALSE
method rely,FALSE
comfortable learning,TRUE
group case,FALSE
studies create,FALSE
allowing time,FALSE
individual learning,TRUE
structured small,FALSE
cases students,TRUE
single correct,FALSE
learning stages,FALSE
stages students,TRUE
can take,FALSE
take notes,FALSE
writing drawing,FALSE
oral summary,FALSE
summary students,TRUE
also given,FALSE
time limit,FALSE
limit many,FALSE
students used,TRUE
prepared oral,FALSE
promotes individual,TRUE
individual ownerships,TRUE
learning materials,FALSE
sharing ideas,TRUE
groupwork student,FALSE
student groups,FALSE
formed randomly,FALSE
shuffled allowing,FALSE
allowing communication,FALSE
communication among,FALSE
not interact,TRUE
day basis,FALSE
increasing within,FALSE
within group,FALSE
group cognitive,FALSE
cognitive cultural,TRUE
cultural gender,TRUE
personal identity,TRUE
hidden identities,TRUE
identities diversity,TRUE
diversity increasing,TRUE
increasing diversity,TRUE
groupwork can,FALSE
can improve,FALSE
improve group,FALSE
group level,FALSE
level problem,FALSE
problem solving,FALSE
group students,TRUE
given specific,FALSE
specific times,FALSE
others contributions,FALSE
contributions ensuring,FALSE
equally distributed,TRUE
distributed among,FALSE
among group,FALSE
group members,TRUE
members provides,TRUE
ensuring contributions,FALSE
students inclusive,TRUE
inclusive group,TRUE
positive effects,FALSE
level learning,FALSE
strategy believed,TRUE
improve student,FALSE
student learning,FALSE
student attitudes,TRUE
experiences regarding,FALSE
regarding biology,FALSE
lesson introduces,FALSE
introduces risk,FALSE
risk assessment,TRUE
three friends,FALSE
integral part,TRUE
everyday life,FALSE
introduction provides,FALSE
interesting start,TRUE
start point,TRUE
assessment additionally,TRUE
additionally students,TRUE
select pesticides,FALSE
different backgrounds,TRUE
lesson based,FALSE
lesson requires,FALSE
computer microsoft,FALSE
microsoft excel,FALSE
internet connection,TRUE
readily available,FALSE
available even,FALSE
limited resources,FALSE
resources due,FALSE
recent transition,TRUE
online learning,FALSE
learning schools,FALSE
schools normally,FALSE
normally provide,FALSE
provide free,FALSE
free computers,FALSE
wifi hotspots,FALSE
computer labs,FALSE
complete online,FALSE
online coursework,FALSE
free microsoft,FALSE
not available,FALSE
available students,TRUE
can use,FALSE
use google,FALSE
google doc,FALSE
google sheet,FALSE
sheet free,FALSE
gmail account,FALSE
complete data,FALSE
recommend think,TRUE
may struggle,TRUE
students across,TRUE
across personality,TRUE
personality types,TRUE
actively encourages,TRUE
encourages group,TRUE
group learning,FALSE
also provides,FALSE
independent students,TRUE
wish furthermore,FALSE
questions choosing,FALSE
testing locations,FALSE
across different,FALSE
different disciplines,FALSE
health professional,TRUE
professional can,FALSE
